2026-06-01 14:12:28,267 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/directposting | status=403 | elapsed_ms=31 | body={"raw": ""}
2026-06-17 13:27:37,581 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=178 | body={"response": {"response_code": "068", "response_desc": "minimun amount allowed: 0"}, "rrn": "722493318449", "stan": "313365"}
2026-06-17 13:27:37,768 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=180 | body={"response": {"response_code": "068", "response_desc": "memberId must contain only Letters,memberId maxSize(20)"}, "rrn": "035908023637", "stan": "284816"}
2026-06-17 13:27:38,270 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=495 | body={"response": {"response_code": "101", "response_desc": "Invalid request"}, "rrn": "037329608135", "stan": "503128"}
2026-06-17 13:27:38,316 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=400 | elapsed_ms=41 | body={"timestamp": "2026-06-17T08:27:37.980+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/titlefetch"}
2026-06-17 13:27:38,407 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=400 | elapsed_ms=86 | body={"timestamp": "2026-06-17T08:27:38.072+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/titlefetch"}
2026-06-17 13:27:38,883 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=468 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "584108", "rrn": "858835462141"}
2026-06-17 13:27:39,191 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=302 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "887560510642", "stan": "868682"}
2026-06-17 13:27:39,602 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=405 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "187794869196", "stan": "161332"}
2026-06-17 13:27:39,914 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=306 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "353878425352", "stan": "689281"}
2026-06-17 13:27:40,262 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=343 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "837152", "rrn": "917732844892"}
2026-06-17 13:27:40,556 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=287 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "981078", "rrn": "496870169357"}
2026-06-17 13:27:40,729 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=166 | body={"response": {"response_code": "068", "response_desc": "Please provide type,type must not be null"}, "rrn": "811392675515", "stan": "021098"}
2026-06-17 13:27:40,894 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=160 | body={"response": {"response_code": "068", "response_desc": "Please provide type"}, "rrn": "242246812827", "stan": "594704"}
2026-06-17 13:27:41,050 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=151 | body={"response": {"response_code": "068", "response_desc": "invalid alias type, accepted values(CNIC,MOBILE,EMAIL,TXT)"}, "rrn": "003516468871", "stan": "212478"}
2026-06-17 13:27:41,211 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=155 | body={"response": {"response_code": "068", "response_desc": "invalid alias type, accepted values(CNIC,MOBILE,EMAIL,TXT)"}, "rrn": "007919475289", "stan": "917630"}
2026-06-17 13:27:41,460 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=244 | body={"response": {"response_code": "068", "response_desc": "Please provide value,value must not be null"}, "rrn": "327400078329", "stan": "971903"}
2026-06-17 13:27:41,762 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=296 | body={"response": {"response_code": "068", "response_desc": "Please provide value"}, "rrn": "442912923167", "stan": "445615"}
2026-06-17 13:27:42,066 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=299 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "051276862625", "stan": "365907"}
2026-06-17 13:27:42,467 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=396 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "138844001707", "stan": "401365"}
2026-06-17 13:27:42,877 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=405 | body={"response": {"response_code": "501", "response_desc": "Invalid request"}, "rrn": "964495238248", "stan": "610130"}
2026-06-17 13:27:43,186 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=304 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "387202", "rrn": "193227072227"}
2026-06-17 13:27:43,357 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=166 | body={"response": {"response_code": "068", "response_desc": "minimun amount allowed: 0.0"}, "rrn": "292042013287", "stan": "773724"}
2026-06-17 13:27:43,867 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=317 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "437276", "rrn": "280213733672"}
2026-06-17 13:27:43,897 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=400 | elapsed_ms=25 | body={"timestamp": "2026-06-17T08:27:43.561+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/alias/getdefaultaccount"}
2026-06-17 13:27:44,078 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=173 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits,Please provide rrn,Rrn: Only numeric value allowed"}, "rrn": "", "stan": "213528"}
2026-06-17 13:27:44,385 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=188 | body={"response": {"response_code": "068", "response_desc": "Rrn: Only numeric value allowed"}, "rrn": "01201201201A", "stan": "144005"}
2026-06-17 13:27:44,621 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=230 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits"}, "rrn": "01201201201", "stan": "413027"}
2026-06-17 13:27:44,651 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=23 | body={"response": {"response_code": "068", "response_desc": "Too large input rrn"}, "rrn": "0120120120120", "stan": "816787"}
2026-06-17 13:27:44,693 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=400 | elapsed_ms=33 | body={"timestamp": "2026-06-17T08:27:44.349+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/alias/getdefaultaccount"}
2026-06-17 13:27:44,889 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=188 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed,Please provide stan,Stan must be 6 digits"}, "rrn": "900794870680", "stan": ""}
2026-06-17 13:27:45,060 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=164 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed"}, "rrn": "726039402304", "stan": "01201A"}
2026-06-17 13:27:45,411 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=345 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "488532513213", "stan": "795410"}
2026-06-17 15:00:39,622 | INFO | response | RESPONSE | http://10.0.150.35:9091/authenticate | status=200 | elapsed_ms=204 | body={"token": "eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTc3NjgzOSwiaWF0IjoxNzgxNjkwNDM5fQ.OdnRoECXn0VqP6yH7w4QLjbOCZ7A4gkQ-T_nM4HJ3zPzS0WHfx9sgJt9iuUlnXCyAnQRQe11rA98Jg5wWQpWiA", "expiry": "1781776839"}
2026-06-17 15:00:39,756 | INFO | response | RESPONSE | http://10.0.150.35:9091/authenticate | status=200 | elapsed_ms=125 | body={"token": "eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE3NzY4MzksImlhdCI6MTc4MTY5MDQzOX0.xvISStG3bk8oNH-SCwPLTy_NeTYR08JUVWhENm6K5P38OAftClIkvcWTdWUQtPcGvR7rpaiyL7Jg_OSG5r5yfw", "expiry": "1781776839"}
2026-06-17 15:00:39,784 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=400 | elapsed_ms=18 | body={"timestamp": "2026-06-17T10:00:39.476+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/titlefetch"}
2026-06-17 15:00:40,322 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=531 | body={"response": {"response_code": "068", "response_desc": "memberId maxSize(20)"}, "rrn": "099803167446", "stan": "574347"}
2026-06-17 15:00:40,538 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=209 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits"}, "rrn": "289506680189", "stan": "570521"}
2026-06-17 15:00:40,744 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=201 | body={"response": {"response_code": "068", "response_desc": "invalid idType, accepted values(CNIC/NICOP/POC/REG_NO/NTN/POR/PASSPORT)"}, "rrn": "517937086335", "stan": "710038"}
2026-06-17 15:00:44,135 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=3384 | body={"response": {"account-information": {"acctitle": "Faiz Ula Amin Khan", "acctype": "Account", "statusCode": "0"}, "response_code": "00", "response_desc": "SUCCESS", "fee": 0}, "stan": "645304", "rrn": "131418790548"}
2026-06-17 15:00:44,313 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=171 | body={"response": {"response_code": "068", "response_desc": "Rrn: Only numeric value allowed"}, "rrn": "4566986536F5", "stan": "291384"}
2026-06-17 15:00:44,495 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=177 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits"}, "rrn": "98689869869", "stan": "745714"}
2026-06-17 15:00:44,560 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=47 | body={"response": {"response_code": "068", "response_desc": "Too large input rrn"}, "rrn": "0123650123655", "stan": "387062"}
2026-06-17 15:00:44,729 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=163 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed"}, "rrn": "523639728807", "stan": "01238A"}
2026-06-17 15:00:45,015 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=281 | body={"response": {"response_code": "068", "response_desc": "minimun amount allowed: 0"}, "rrn": "290484564104", "stan": "712061"}
2026-06-17 15:00:45,283 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=254 | body={"response": {"response_code": "068", "response_desc": "memberId must contain only Letters,memberId maxSize(20)"}, "rrn": "189323102817", "stan": "910510"}
2026-06-17 15:00:45,904 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=200 | elapsed_ms=613 | body={"response": {"response_code": "101", "response_desc": "Invalid request"}, "rrn": "556072588692", "stan": "443801"}
2026-06-17 15:00:45,944 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=400 | elapsed_ms=33 | body={"timestamp": "2026-06-17T10:00:45.622+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/titlefetch"}
2026-06-17 15:00:46,022 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/titlefetch | status=400 | elapsed_ms=72 | body={"timestamp": "2026-06-17T10:00:45.707+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/titlefetch"}
2026-06-17 15:00:46,364 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=337 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "628561", "rrn": "009404358427"}
2026-06-17 15:00:46,900 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=530 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "766483511605", "stan": "801346"}
2026-06-17 15:00:47,266 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=349 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "710110671687", "stan": "037892"}
2026-06-17 15:00:47,638 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=365 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "910110947812", "stan": "528710"}
2026-06-17 15:00:48,046 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=393 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "251594", "rrn": "603459907268"}
2026-06-17 15:00:48,392 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=331 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "152510", "rrn": "796592811260"}
2026-06-17 15:00:48,584 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=177 | body={"response": {"response_code": "068", "response_desc": "type must not be null,Please provide type"}, "rrn": "610267705954", "stan": "101473"}
2026-06-17 15:00:48,764 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=165 | body={"response": {"response_code": "068", "response_desc": "Please provide type"}, "rrn": "286961226854", "stan": "664166"}
2026-06-17 15:00:48,985 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=206 | body={"response": {"response_code": "068", "response_desc": "invalid alias type, accepted values(CNIC,MOBILE,EMAIL,TXT)"}, "rrn": "550237930053", "stan": "604807"}
2026-06-17 15:00:49,188 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=186 | body={"response": {"response_code": "068", "response_desc": "invalid alias type, accepted values(CNIC,MOBILE,EMAIL,TXT)"}, "rrn": "351356594829", "stan": "818583"}
2026-06-17 15:00:49,392 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=189 | body={"response": {"response_code": "068", "response_desc": "Please provide value,value must not be null"}, "rrn": "374580967650", "stan": "784265"}
2026-06-17 15:00:49,878 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=472 | body={"response": {"response_code": "068", "response_desc": "Please provide value"}, "rrn": "879416774374", "stan": "460115"}
2026-06-17 15:00:50,211 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=317 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "776013632646", "stan": "720813"}
2026-06-17 15:00:50,552 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=324 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "520503333094", "stan": "974500"}
2026-06-17 15:00:50,907 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=335 | body={"response": {"response_code": "501", "response_desc": "Invalid request"}, "rrn": "164584750376", "stan": "424381"}
2026-06-17 15:00:51,246 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=328 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "450841", "rrn": "497719471295"}
2026-06-17 15:00:51,431 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=169 | body={"response": {"response_code": "068", "response_desc": "minimun amount allowed: 0.0"}, "rrn": "841628881056", "stan": "752856"}
2026-06-17 15:00:51,992 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=303 | body={"response": {"response_code": "00", "default-account-byalias": {"isDefault": "true", "surname": "03265703141", "servicer": {"memberId": "CRSMPKKA"}, "name": "Faiz Ula Amin Khan", "currency": "PKR", "id": {"iban": "PK94CRSM0000003265703141"}, "type": "DFLT"}, "response_desc": "SUCCESS", "fee": 0}, "stan": "764157", "rrn": "087211129224"}
2026-06-17 15:00:52,024 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=400 | elapsed_ms=21 | body={"timestamp": "2026-06-17T10:00:51.714+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/alias/getdefaultaccount"}
2026-06-17 15:00:52,216 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=185 | body={"response": {"response_code": "068", "response_desc": "Rrn: Only numeric value allowed,Rrn must be 12 digits,Please provide rrn"}, "rrn": "", "stan": "818937"}
2026-06-17 15:00:52,469 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=240 | body={"response": {"response_code": "068", "response_desc": "Rrn: Only numeric value allowed"}, "rrn": "01201201201A", "stan": "225377"}
2026-06-17 15:00:52,646 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=163 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits"}, "rrn": "01201201201", "stan": "150082"}
2026-06-17 15:00:52,686 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=24 | body={"response": {"response_code": "068", "response_desc": "Too large input rrn"}, "rrn": "0120120120120", "stan": "932176"}
2026-06-17 15:00:52,721 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=400 | elapsed_ms=29 | body={"timestamp": "2026-06-17T10:00:52.402+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/alias/getdefaultaccount"}
2026-06-17 15:00:52,906 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=178 | body={"response": {"response_code": "068", "response_desc": "Stan must be 6 digits,Please provide stan,Stan: Only numeric value allowed"}, "rrn": "779953716168", "stan": ""}
2026-06-17 15:00:53,115 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=191 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed"}, "rrn": "448751639668", "stan": "01201A"}
2026-06-17 15:00:53,440 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/alias/getdefaultaccount | status=200 | elapsed_ms=309 | body={"response": {"response_code": "011", "response_desc": "Cannot find account"}, "rrn": "142667133639", "stan": "056539"}
2026-06-17 15:00:53,796 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=338 | body={"response": {"response_code": "00", "response_desc": "SUCCESS", "register-customer": {"recordId": "516681", "uid": {"type": "CNIC", "value": "4240199662534"}, "gender": "MALE", "documentType": "CNIC", "documentNumber": "4240199662534", "surname": "faiz", "nickName": "Faiz Ul Amin Khan", "name": "Faiz Ul Amin Khan", "birthDate": "2002-01-15", "status": "inactive"}}, "stan": "718144", "rrn": "724734601572"}
2026-06-17 15:00:54,092 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=292 | body={"response": {"response_code": "00", "response_desc": "SUCCESS", "register-customer": {"recordId": "516682", "uid": {"type": "CNIC", "value": "1077963208756"}, "gender": "FEMA", "documentType": "CNIC", "documentNumber": "1077963208756", "surname": "faiz", "nickName": "Faiz Ul Amin Khan", "name": "Faiz Ul Amin Khan", "birthDate": "2002-01-15", "status": "inactive"}}, "stan": "311130", "rrn": "129635509265"}
2026-06-17 15:00:54,395 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=297 | body={"response": {"response_code": "00", "response_desc": "SUCCESS", "register-customer": {"recordId": "516683", "uid": {"type": "CNIC", "value": "1263201662534"}, "gender": "TRNS", "documentType": "CNIC", "documentNumber": "1263201662534", "surname": "faiz", "nickName": "Faiz Ul Amin Khan", "name": "Faiz Ul Amin Khan", "birthDate": "2002-01-15", "status": "inactive"}}, "stan": "897194", "rrn": "209970219185"}
2026-06-17 15:00:54,702 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=297 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "531208223473", "stan": "714025"}
2026-06-17 15:00:55,004 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=296 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "111137108034", "stan": "507303"}
2026-06-17 15:00:55,573 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=562 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "696489624562", "stan": "762078"}
2026-06-17 15:00:55,753 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=164 | body={"response": {"response_code": "068", "response_desc": "uid must not be null"}, "rrn": "782748438489", "stan": "861900"}
2026-06-17 15:00:56,213 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=443 | body={"response": {"response_code": "068", "response_desc": "uid type must not be null,Please provide uid type"}, "rrn": "772593216111", "stan": "005620"}
2026-06-17 15:00:56,379 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=159 | body={"response": {"response_code": "068", "response_desc": "Please provide uid value,uid value must not be null"}, "rrn": "963967172860", "stan": "604148"}
2026-06-17 15:00:56,611 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=226 | body={"response": {"response_code": "068", "response_desc": "Please provide documentType,documentType must not be null"}, "rrn": "595751188425", "stan": "230690"}
2026-06-17 15:00:56,792 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/registerCustomer | status=200 | elapsed_ms=174 | body={"response": {"response_code": "068", "response_desc": "Please provide documentNumber,documentNumber must not be null"}, "rrn": "534241530741", "stan": "603287"}
